3054	31	5899
5670	15	893
2419	19	3353
4049	15	892
11198	10	3093
2762	11	10862
7662	47	4540
11162	47	7432
3500	10	3999
7000	47	6196
1097	15	890
6432	11	7434
8181	47	9320
3164	13	724
9106	31	5579
7527	15	890
7606	11	6330
5983	10	5528
5315	15	894
6084	15	898
2968	15	892
11368	15	9401
6011	39	5417
9758	7	6850
5473	10	3172
7580	10	11014
4670	7	6046
3762	21	2091
1426	50	3626
10343	10	3093
8088	23	5454
4055	47	835
9982	15	890
214	10	6519
6177	11	2369
698	15	892
7573	15	897
9682	13	6657
5960	10	1400
9309	11	10487
343	32	1691
1528	13	6345
718	34	4300
10765	7	10583
1037	15	894
3530	43	1751
3169	47	7432
10206	31	3345
1625	36	11218
1615	10	7338
8093	47	2071
6950	25	3463
926	15	894
4582	34	8185
6111	7	9781
3742	43	6423
7432	43	7329
7278	21	2091
7796	11	3898
3720	10	8009
5021	11	5777
9704	39	4389
6166	10	2976
1977	31	3345
10422	11	1173
9809	10	3999
4086	47	2604
5826	10	2962
4818	21	2187
7371	15	894
6402	10	10611
4698	37	11455
1199	10	3875
2230	10	8756
5644	10	3999
2160	25	9456
3826	23	11145
4158	10	10510
4922	33	4534
2614	10	3093
5561	21	8843
419	47	7594
10442	10	5864
9956	10	3093
8630	10	3093
7304	41	3421
4825	10	1726
5462	11	10429
11360	7	10507
5579	19	10531
10440	10	6217
7005	15	891
8027	15	894
6571	47	4663
7985	47	2694
1289	31	3345
7824	25	7088
6398	10	7528
2744	21	521
7612	15	893
10444	49	4698
8132	11	4540
9509	25	4605
6278	24	6896
7763	31	3742
4418	10	10611
4471	7	5954
8885	43	5348
9057	21	3864
4264	11	7441
10186	15	890
7230	23	5579
2200	10	8296
8468	47	794
10644	31	10797
11229	47	1487
7519	10	9464
578	15	1328
1031	15	890
729	11	7905
10920	47	4284
785	10	3539
9810	31	2487
9469	23	9469
4839	20	8111
1654	43	10621
3303	10	4482
3067	10	3093
4546	10	10241
10909	47	1452
8406	47	2416
5579	19	3166
2241	25	7209
9043	47	4718
1624	27	5795
966	15	892
11158	43	7092
6096	15	895
8765	47	2708
2738	21	6714
5241	47	3799
11011	14	3881
4530	15	890
4479	10	3105
3061	26	2605
4963	7	3918
11229	43	3890
1406	42	2033
4698	37	10446
4465	10	7294
5318	15	895
7354	15	893
8220	11	6533
8176	47	860
6832	21	9076
7221	47	2046
9763	10	3314
2190	11	5874
3509	10	8955
7566	15	895
4166	14	10224
10019	43	7092
1288	10	4459
10666	34	4346
3366	25	9112
10850	31	6860
6349	31	5579
6960	25	4613
882	47	4234
1973	10	10611
1998	7	4763
8837	11	2162
11168	11	382
11217	23	4453
10175	11	10682
3239	10	4973
7918	11	5622
2011	43	7092
7619	11	7426
4257	20	3184
821	23	3345
3218	11	5232
5585	43	7092
6712	10	3172
1112	15	897
5556	39	3568
356	23	5579
1426	50	3051
1571	13	9073
7225	13	6459
11289	15	894
6219	47	5198
7680	39	5652
1049	15	891
4797	47	7432
1800	18	11191
3482	11	3075
5040	11	7462
867	21	521
9758	39	8133
1805	10	10499
10392	10	2925
11170	15	1325
2645	11	2669
7647	11	5723
1910	7	9813
9803	47	5705
1218	11	1173
4736	39	5652
8127	10	5488
10888	31	6202
4775	47	3530
2605	23	10905
10743	31	5368
10413	39	4429
4413	47	3289
2587	21	4830
3325	34	4399
1457	39	3568
674	34	4165
1854	13	5478
2643	15	893
8313	47	7051
9402	13	5462
4358	21	4624
11396	47	9139
10714	34	3189
6063	37	3625
8360	11	4464
3946	31	6468
4024	34	11021
10697	11	7434
2765	47	4553
9793	10	3314
7651	45	8192
10478	42	11251
5825	39	333
6592	31	3004
7523	10	3093
7537	15	897
1287	10	2980
4810	11	7444
2840	47	6141
9202	39	8133
11259	15	892
1024	15	890
2225	11	5723
9204	10	4260
11302	15	897
1004	15	893
3387	10	7294
6139	43	3890
9046	15	897
9458	43	7329
8323	47	3626
11293	31	5579
3268	23	5579
6251	10	3093
3037	7	6449
1796	43	6916
5905	47	6911
9558	10	2127
1074	15	892
4438	31	2487
5868	15	892
9500	15	1127
9545	21	5909
8389	45	7448
7786	47	7592
5344	11	1565
6379	37	372
6854	11	9874
3524	43	4835
11343	25	6497
2584	15	891
